,Source,Target,Weight
11228,pitti, tkamppeter,55
11229,pitti, larsu,7
11230,pitti, desrt,19
11231,pitti, smspillaz,4
11232,pitti, geser,3
11233,pitti, OdyX,3
11234,pitti, dkessel,4
11235,pitti, seb128,47
11236,pitti, xnox,30
11237,pitti, mitya57,18
11238,pitti, Laney,46
11239,pitti, hadess,43
11240,pitti, jibel,48
11241,pitti, achiang,9
11242,pitti, soren,12
11243,pitti, bdmurray,3
11244,pitti, infinity,52
11245,pitti, http,7
11246,pitti, RAOF,14
11247,pitti, DISPLAY=,2
11248,pitti, tseliot,5
11249,pitti, doko,2
11250,pitti, psusi,9
11251,pitti, Daviey,2
11252,pitti, stgraber,3
11253,pitti, diwic,3
11254,pitti, cjwatson,11
11255,pitti, ogra_,11
11256,pitti, balloons,3
11257,pitti, robru,25
11258,pitti, tkamppeter__,2
11259,pitti," Laney, desrt",2
11260,pitti, mbiebl,2
11261,pitti, https,7
11262,pitti, Sweetshark,6
11263,pitti, roaksoax,4
11264,pitti, jbicha,4
11265,pitti, ricotz,5
11266,pitti, mterry,5
11267,pitti, ev,15
11268,pitti, tsdgeos,2
11269,pitti, mpt,3
11270,pitti, arges,3
11271,pitti, dholbach,13
11272,pitti, dobey,6
11273,pitti, Snow-Man,2
11274,pitti, apw,15
11275,pitti, janimo,20
11276,pitti, zyga,25
11277,pitti, BigWhale,7
11278,pitti, hallyn,25
11279,pitti, user,2
11280,pitti, Noskcaj,6
11281,pitti, wei2912,4
11282,pitti,   http,4
11283,pitti, jderose,2
11284,pitti, lorddelta,2
11285,mitya57, https,4
11286,mitya57, jarlath,5
11287,mitya57, Logan_,2
11288,mitya57, pitti,16
11289,mitya57, infinity,2
11290,mitya57, Rcart,3
11291,mitya57, OdyX,2
11292,mitya57, http,2
11293,mitya57, alo21,5
11294,mitya57, ScottK,3
11295,mitya57, Mirv,5
11296,mitya57, barry,4
11297,mitya57, bobweaver,2
11298,mitya57, dholbach,2
11299,tkamppeter, CUPS,2
11300,notgary, JoseeAntonioR,2
11301,notgary, DiegoTc,3
11302,notgary, czajkowski,2
11303,notgary, seb128,2
11304,mspencer_, sarnold,2
11305,ev, apw,3
11306,ev, mpt,12
11307,ev, bdmurray,4
11308,ev, pitti,9
11309,ev, xnox,10
11310,ev, cjwatson,5
11311,ev,   https,3
11312,ev, jodh,2
11313,ev, https,6
11314,ev, amigadave,2
11315,ev, slangasek,2
11316,OdyX, tkamppeter,28
11317,OdyX, pitti,8
11318,OdyX," tkamppeter, pitti ",3
11319,OdyX, xnox,2
11320,OdyX, mitya57,2
11321,OdyX, Laney,8
11322,mahmoh, infinity,3
11323,bdrung, xnox,5
11324,bdrung, Sweetshark,31
11325,bdrung, ricotz,11
11326,bdrung, coolbhavi,2
11327,bdrung, stokachu,10
11328,bdrung, kdub,5
11329,bdrung, infinity,9
11330,bdrung, Laney,8
11331,bdrung, cjwatson,8
11332,bdrung, mdeslaur,2
11333,bdrung, sarnold,4
11334,bdrung, tjaalton,10
11335,bdrung, http,2
11336,bdrung, tumbleweed,7
11337,bdrung, doko,2
11338,bdrung, micahg,4
11339,bdrung, happyaron,3
11340,bdrung, kermit664,3
11341,melodie_, http,2
11342,nahuel_, hola gente,3
11343,nahuel_, http,2
11344,nahuel_,  hola ,3
11345,vihury, nahuel_,3
11346,kubot, jhoselp,2
11347,kubot, pinita,3
11348,kubot, xenmax,3
11349,kubot, cesar_,2
11350,gh0st, jbicha,2
11351,hbogner, http,18
11352,hbogner, https,5
11353,hbogner, openssh-server,2
11354,hbogner,   Installed,2
11355,hbogner,   Candidate,2
11356,hbogner,   Version table,2
11357,hbogner,  *** 1,2
11358,hbogner,         500 http,2
11359,civija, http,3
11360,civija, Mmike,3
11361,civija, SilverSpace,3
11362,purezen, holstein,2
11363,purezen, yeats,2
11364,purezen, infinity,3
11365,nino, http,2
11366,glpiana," mario__, scrivi",3
11367,glpiana," mario__, dai",2
11368,glpiana," PaoloCorazza, http",2
11369,glpiana," ale_, scrivi",4
11370,glpiana," ale_, ora scrivi",2
11371,kimal73, mibofra,37
11372,kimal73, http,3
11373,bonfaleri, jester,2
11374,prort, enzotib,2
11375,Diego89, enzotib,2
11376,dario_, http,6
11377,amitk, rtg,2
11378,amitk, apw,2
11379,amitk, smb,4
11380,thorwil, godbyk,28
11381,thorwil, godbyk-feynman,2
11382,thorwil, slickymaster,2
11383,godbyk, thorwil,38
11384,godbyk, CarstenG,49
11385,godbyk, cqfd93,16
11386,godbyk, teolemon,10
11387,godbyk, hannie,9
11388,godbyk, Bobbert,2
11389,godbyk, JasonO,4
11390,godbyk, rickero,6
11391,godbyk, https,2
11392,malin, Aeyoun,5
11393,malin, IvarB,4
11394,malin, Mathias,8
11395,malin, oki ,3
11396,malin, winb,2
11397,malin, RoyK,21
11398,malin, blaamann,5
11399,malin, hjd,6
11400,malin, http,3
11401,malin, aha ,2
11402,malin, f00f-,6
11403,malin, ja ,2
11404,pomare, http,3
11405,hads, http,3
11406,hads, G,12
11407,hads, lifeless,3
11408,hads, ibeardslee,5
11409,hads, ajmitch,2
11410,ba7a7chy, QUESTION,7
11411,schasch, popey ,2
11412,dmdrummond, mhall119,5
11413,sirmacik, Wizard,2
11414,sirmacik, qermit,2
11415,sirmacik, BlessJah,11
11416,tgm4883, http,4
11417,tgm4883," DarthFrog, ",2
11418,lamont, xnox,5
11419,Kostic, http,2
11420,only_you, http,6
11421,only_you, UNIm95,2
11422,UNIm95,  [Raiden],12
11423,UNIm95, [Raiden],35
11424,UNIm95, tagezi,5
11425,UNIm95,  tagezi,2
11426,UNIm95, http,3
11427,UNIm95, Anton2d,3
11428,UNIm95, Michael72,2
11429,UNIm95, snql,6
11430,UNIm95,  Anton2d,2
11431,UNIm95,  only_you,2
11432,UNIm95, only_you,6
11433,Peyam, realubot,41
11434,Peyam, einand,4
11435,Peyam, http,37
11436,Peyam, hplc,7
11437,Peyam, HeMan,8
11438,Peyam, HakanS,6
11439,Peyam, [2013-01-15 22,2
11440,Peyam, ehlu,9
11441,Peyam, Dynamit,10
11442,Peyam, Barre,3
11443,Peyam, andol,6
11444,Peyam, maxjezy,3
11445,Peyam, Zambezi,2
11446,Peyam, veryape,3
11447,Peyam, ubot2,6
11448,Peyam, disharmonic,2
11449,Peyam, havokoc,4
11450,Peyam, Sterk,2
11451,Peyam, DrGrov,4
11452,hplc, johanbr,3
11453,hplc, andol,3
11454,hplc, rrva,3
11455,hplc, gaisten,3
11456,hplc, Peyam,3
11457,hplc, realubot,2
11458,hplc, http,2
11459,bradm, Super_Dog2,20
11460,bradm, qman__,2
11461,bradm, dragoonis,5
11462,koolhead17, Super_Dog2,2
11463,koolhead17, jamespage,17
11464,koolhead17, megha,5
11465,koolhead17, daffy|2,2
11466,BlackDex, ActionParsnip,3
11467,caribou, roaksoax,7
11468,caribou, smb,31
11469,caribou, micahg,2
11470,caribou, apw,2
11471,caribou, cking,3
11472,feisar, sw,3
11473,feisar, dw4tkins,2
11474,wilmaaaah, sarnold,3
11475,wilmaaaah, taofd,2
11476,DarylXian, sarnold,8
11477,DarylXian, LeoNerd,2
11478,AlphaWolf, sarnold,3
11479,Pepelka,  [Web Upd8] Andrew,5
11480,Pepelka, ScreenCloud,5
11481,Pepelka,  [Ubuntu.si] sajko,4
11482,Pepelka,  [Ubuntu.si] sesame,3
11483,aaljosa, uni4dfx,2
11484,aaljosa, sasa84,2
11485,sajkec, CrazyLemon,2
11486,sajkec, http,3
11487,Kartagis, ogny,3
11488,Kartagis, chris619,2
11489,Kartagis, dr_willis,5
11490,Kartagis, MonkeyDust,3
11491,Kartagis, bianca,4
11492,Kartagis, KayAteChef,2
11493,Kartagis, Zenger,4
11494,Kartagis, simpledot,2
11495,Kartagis, akar1m,6
11496,Kartagis, http,4
11497,Kartagis, Conqueror,4
11498,Kartagis, turgay,5
11499,Kartagis, histo,2
11500,Kartagis, Jpmh,3
11501,SuperMatt, also,2
11502,SuperMatt, popey,3
11503,SuperMatt, kvarley,2
11504,SuperMatt, diplo,2
11505,SuperMatt, http,7
11506,SuperMatt, newlinux,7
11507,SuperMatt, ali1234,2
11508,mungbean, popey,5
11509,mungbean, directhex,4
11510,mungbean, http,6
11511,mungbean, Seeker`,2
11512,lubotu3, locodir-user,2
11513,lubotu3, Error,3
11514,Mirv, duflu,2
11515,Mirv, didrocks,12
11516,Mirv, sil2100,6
11517,Mirv, rye,2
11518,Mirv, mitya57,7
11519,Mirv, cjwatson,2
11520,Mirv, seb128,2
11521,mmrazik, didrocks,96
11522,mmrazik, vila,3
11523,mmrazik, sil2100,5
11524,mmrazik, mhr3,3
11525,mmrazik, solancer,8
11526,mmrazik, MCR1,5
11527,shakes808, snap-l,3
11528,kees, bkerensa,4
11529,kees, stgraber,8
11530,kees, infinity,2
11531,ricotz, https,5
11532,ricotz, http,3
11533,Sarvatt, stgraber,2
11534,Sarvatt, tjaalton,3
11535,roryy, inetpro,2
11536,roryy, Kilos,4
11537,mazal, http,2
11538,charl_, Maaz,10
11539,charl_, Cantide,3
11540,charl_, Kilos,3
11541,charl_, http,2
11542,charl_, inetpro,2
11543,charl_, nlsthzn,2
11544,frooh, kylescottmcgill,11
11545,sevenforall, GeorgeJ,3
11546,sevenforall, AndreaUbuntu,3
11547,sevenforall, Guest47431,2
11548,sevenforall, Emanon,5
11549,sevenforall, krypedbbkick,5
11550,sevenforall, jhutchins_wk,2
11551,sevenforall, escott,16
11552,sevenforall, PatrickDickey,5
11553,sevenforall, denebeim,5
11554,jjgalvez__, ezrafree,4
11555,jjgalvez__, ActionParsnip,2
11556,jjgalvez__, MonkeyDust,6
11557,jjgalvez__, iceroot,2
11558,jjgalvez__, flow__,8
11559,jjgalvez__, sgtkilljoy,3
11560,Beast, compdoc,7
11561,fungoat, psusi,3
11562,Fonsie, http,2
11563,Fonsie, meanEYE,4
11564,Fonsie, cfhowlett,2
11565,Graymayre, http,4
11566,MeanEYE, Ailos,3
11567,MeanEYE, Gyro54,6
11568,MeanEYE, Fonsie,14
11569,MeanEYE, Amanda2013,17
11570,MeanEYE, aged,4
11571,MeanEYE, foxy999,2
11572,MeanEYE, artie,9
11573,MeanEYE, cyphase,2
11574,MeanEYE, Kion1,8
11575,MeanEYE, Fudge,3
11576,MeanEYE, acib708,4
11577,MeanEYE, VlanX,16
11578,MeanEYE, jay__,10
11579,MeanEYE, goddard,27
11580,MeanEYE, rbnswartz,2
11581,MeanEYE, Haematoma,26
11582,MeanEYE, wbf,9
11583,MeanEYE, http,2
11584,MeanEYE, axisys,3
11585,MeanEYE, Transhumanist,6
11586,MeanEYE, eagernewb,6
11587,MeanEYE, marz,42
11588,MeanEYE, pierre___,2
11589,MeanEYE, b14d3,14
11590,MeanEYE, shanbuntu,2
11591,MeanEYE, NemNemo,6
11592,MeanEYE, skooks,4
11593,MeanEYE, jelllow,7
11594,MeanEYE, codephobic,9
11595,MeanEYE, iBurley,3
11596,MeanEYE, dalsgaard,2
11597,MeanEYE, sevenforall,2
11598,MeanEYE, Brinson,3
11599,MeanEYE, ErdMutter,4
11600,MeanEYE, mesquka1,3
11601,MeanEYE, sonoffreedom,3
11602,MeanEYE, realm174,4
11603,MeanEYE, Riley88,8
11604,MeanEYE, gavin__,11
11605,MeanEYE, niki,16
11606,MeanEYE, acovrig,13
11607,MeanEYE, ElectricPrism,5
11608,MeanEYE, BWMerlin,8
11609,MeanEYE, LZ2ILR,21
11610,MeanEYE, Ben64,4
11611,MeanEYE, dcope,2
11612,MeanEYE, j0b0x,3
11613,MeanEYE, Tmacy,2
11614,MeanEYE, tsubaki,21
11615,MeanEYE, c00kee,2
11616,MeanEYE, kslater,3
11617,komputes, MichaelP,3
11618,Nevin, Tex_Nick ,16
11619,Nevin, dr_willis ,4
11620,kristof, dr_willis,3
11621,kristof, k1l,4
11622,KaiSforza, dr_willis,3
11623,SirClueless, dr_willis,4
11624,SirClueless, laze1989,14
11625,Wiz_KeeD, http,8
11626,Etyneo, SirClueless,2
11627,Gavilan2, Emanon,2
11628,Gavilan2, HeLLy,2
11629,tozen, BOX,2
11630,tozen, MonkeyDust,3
11631,tozen, gurnz,2
11632,tozen, jhutchins,3
11633,rekoil, bekks,6
11634,PeterGriffin, dingo311,3
11635,katarakt, Question,2
11636,daimoh, dr_willis,4
11637,arshavin, Emanon,6
11638,arshavin, dr_willis,3
11639,arshavin, Emanon ,4
11640,arshavin, mikew68,3
11641,arshavin, b3nj,2
11642,arshavin, failor,2
11643,arshavin, Toph2 ,2
11644,arshavin, Toph2,4
11645,arshavin, bekks,2
11646,arshavin, vrnithin,2
11647,arshavin, BlackWeb,5
11648,arshavin, Guest60313,10
11649,arshavin, djQuery,2
11650,qwery, jhutchins_wk,8
11651,`ssh`help, gac,3
11652,zetheroo, magik_,2
11653,zetheroo, Ben64,3
11654,zetheroo, riply,2
11655,zetheroo, Guest93604,3
11656,Sail, cfhowlett,2
11657,Sail, bekks,3
11658,Sail, somsip,2
11659,Sail, bentinata,8
11660,Sail, calavera,2
11661,Sail, steripper,8
11662,Sail, XtremeWiz,2
11663,Sail, llutz,3
11664,Sail, Sling,3
11665,wuq, aw ,2
11666,cousteau, bobweaver,5
11667,apricot, zampano@linux-2,3
11668,apricot, libssl0.9.8,3
11669,apricot,         500 http,3
11670,gandalf, irc,4
11671,gandalf, http,2
11672,LambdaMutt, ActionParsnip ,2
11673,LambdaMutt," jhutchins_wk, HINT",2
11674,ska, adamk,2
11675,tqrst, xangua,2
11676,tqrst, kslater,2
11677,tqrst, BluesKaj,13
11678,karl_, bazhang,6
11679,mcsx3, bazhang,5
11680,mcsx3, banzhang,2
11681,Mike9863, bazhang,2
11682,Mike9863, vihury,2
11683,codepython777, Walex,2
11684,codepython777, bekks,13
11685,codepython777, is this reliable,2
11686,codepython777, sarnold,6
11687,codepython777, cfhowlett,2
11688,bazhang, https,4
11689,nickalex, EXEC wget http,2
11690,yeats, purezen,3
11691,yeats, agliodbs,9
11692,yeats, WeThePeople,4
11693,yeats, blitz,4
11694,yeats, Desproges,3
11695,yeats, Rafase282,2
11696,yeats, devlos,2
11697,yeats, sgonyea,3
11698,yeats, mrg_,13
11699,yeats, myersg,5
11700,yeats, debian-no0b__,5
11701,yeats, anli_,4
11702,yeats, Steven4242,7
11703,yeats, Tabis,11
11704,yeats, dve,3
11705,yeats, tga,3
11706,yeats, invariant,2
11707,yeats, XATRIX,8
11708,yeats, iLogical,2
11709,yeats, wrrezt,2
11710,yeats, edgy,3
11711,yeats, Tuxmascot,7
11712,yeats, shell_,8
11713,yeats, shwaiil,4
11714,yeats, ademone,6
11715,yeats, dpurgert,2
11716,yeats, jacobjames,6
11717,yeats, CT1,2
11718,yeats, vulte,5
11719,yeats, disharmonic,3
11720,yeats, kovu,5
11721,yeats, bilel,2
11722,yeats, ioria,2
11723,yeats, apg,3
11724,yeats, jemadux,2
11725,yeats, cristian_c,3
11726,agliodbs, zwirc,4
11727,agliodbs, yeats,10
11728,zwirc, agliodbs,2
11729,zwirc, michael_2,2
11730,ShaunR, xangua,2
11731,theseb, Muphrid,5
11732,theseb, Abhay92,2
11733,heywood, tsimpson,3
11734,heywood, deadmund,13
11735,heywood, Ben64,11
11736,heywood, bianca,6
11737,heywood, dr_willis,7
11738,heywood, nathan_,2
11739,heywood, escott,3
11740,heywood, JuJuBee,4
11741,suigeneris, seednode,6
11742,leonardpop, Muphrid,5
11743,leonardpop, kgs,2
11744,under, Monotoko,3
11745,ahmedipa, http,2
11746,ahmedipa, Jordan_U,8
11747,ahmedipa,  Jordan_U,4
11748,ahmedipa, usr13,29
11749,wbf, bekks,2
11750,wbf, Jordan_U,11
11751,wbf, dr_willis,5
11752,wbf, MeanEYE,9
11753,wbf, ActionParsnip,16
11754,wbf, crazybrain,8
11755,wbf, memand,2
11756,markmm, agrestringere,5
11757,markmm, yaymukund,3
11758,markmm, Wizek,2
11759,markmm, john_sc,2
11760,yaymukund, markmm,2
11761,lonewulf85, atlef,7
11762,cham, MonkeyDust,2
11763,Benxyzzy, arial__ ,2
11764,Benxyzzy, Guest20572,3
11765,Blue1, F3Speech,2
11766,Blue1, WeThePeople,2
11767,Emandab1, F3Speech,4
11768,ralsina, dpm,2
11769,ralsina, nrosvall_,3
11770,ralsina, mmcc,5
11771,ralsina, kali_,4
11772,zequence_, scott-work,4
11773,ochosi, knome,13
11774,ochosi, maddernick,6
11775,ochosi, also,2
11776,ochosi, micahg,6
11777,ochosi, Unit193,2
11778,ochosi, jeoj,2
11779,ochosi, bernz,3
11780,ochosi, MoL0ToV,3
11781,ochosi, Jayneil,3
11782,ochosi, mr_pouit,7
11783,ochosi, #info ARTWORK,2
11784,ochosi, pleia2,4
11785,ochosi, frustratedtech,2
11786,ochosi, GridCube,2
11787,ochosi, bluesabre,4
11788,ochosi, daswort,2
11789,ochosi, Aknot,2
11790,ochosi, astraljava,2
11791,ochosi, esph,2
11792,well_laid_lawn, lumpX,2
11793,well_laid_lawn, CrazyZurfer,2
11794,well_laid_lawn, Guest17345,6
11795,well_laid_lawn, CajunTechie,3
11796,GrapeApe, cousteau,5
11797,GrapeApe, xubuntu368,2
11798,afiestas, ScottK,2
11799,afiestas, shadeslayer,9
11800,afiestas, allee,5
11801,afiestas, apachelogger,2
11802,afiestas, yofel,4
11803,afiestas, soee,2
11804,afiestas, Riddell,3
11805,afiestas, hrw,5
11806,tekkbuzz, Flynsarmy,10
11807,tekkbuzz, dr_willis,10
11808,tekkbuzz, Gyro54,2
11809,tekkbuzz, Modernmyth,2
11810,tekkbuzz, cub,4
11811,tekkbuzz, cfhowlett,3
11812,bjrohan, bash,4
11813,KimLaroux, AlexZion,3
11814,KimLaroux, BluesKaj,2
11815,KimLaroux, Aknot,3
11816,KimLaroux, kako_,5
11817,KimLaroux, LINKSWORD2,4
11818,KimLaroux, Obsidian1723,3
11819,Syria, KimLaroux,5
11820,Syria, monkeyjuice,3
11821,Syria, Transhumanist,4
11822,Syria, MonkeyDust,2
11823,Syria, Coffeecoco,5
11824,Syria, iwkse,3
11825,Syria, topper4125,5
11826,Syria, PatrickDickey,2
11827,Syria, dr_willis,3
11828,Syria, corenot,2
11829,sbivol_, Syria,3
11830,sbivol_, BarkingFish,8
11831,sbivol_, gdr,6
11832,sbivol_, UberDuper,2
11833,sbivol_, phoenix_firebrd,4
11834,sbivol_, pirear,6
11835,sbivol_, giorgi89,13
11836,sbivol_, FlowRiser,8
11837,sbivol_, ovidiu-florin,2
11838,sbivol_, shadeslayer,2
11839,sbivol_, alexei,2
11840,commandoline, marxjohnson,2
11841,mh0, ziyadb,2
11842,mh0, freshkernals,2
11843,mh0, irong33k,2
11844,qwertzui11, mh0,3
11845,qwertzui11, christoffer,2
11846,qwertzui11, gt5full,2
11847,qwertzui11, stqn,2
11848,AmEv, root@localhost,2
11849,AmEv, xauth,3
11850,AmEv, xinit,3
11851,marvin24, netchip,3
11852,marvin24, janimo,9
11853,marvin24, ogra_,11
11854,marvin24, https,3
11855,marvin24, czajkowski,6
11856,head_victim, blahdeblah,6
11857,head_victim, dns53,2
11858,head_victim, ikt,2
11859,Edmundo, http,2
11860,sergio_br2, http,5
11861,sergio_br2, Idsi,2
11862,sergio_br2, hggdh,2
11863,sergio_br2, ubottu,2
11864,sergio_br2, guntbert,2
11865,jarlath, mitya57,3
11866,jarlath, QUESTION,4
11867,jarlath, usr13,3
11868,jarlath, ActionParsnip,3
11869,cfy`, MeaCulpa,5
11870,cfy`, pocoyo,5
11871,cfy`, italks,3
11872,cfy`, iGoogle,4
11873,cfy`, gfrog,4
11874,cfy`, imadper,27
11875,cfy`, onlylove,4
11876,cfy`, \rs,2
11877,cfy`, BigOne,10
11878,cfy`, roylez,2
11879,twang, italks,2
11880,twang, huntxu,2
11881,twang, imtxc,2
11882,twang, linyu,2
11883,twang, alvin_rxg,2
11884,ifvwm1, roylez_,2
11885,ifvwm1, cfy,6
11886,yunfan, bluezd,6
11887,yunfan, MeaCulpa,61
11888,yunfan, gfrog,2
11889,yunfan, imtxc,129
11890,yunfan, adam8157,108
11891,yunfan, kevinyings,34
11892,yunfan, huntxu,10
11893,yunfan, cfy,71
11894,yunfan, http,28
11895,yunfan, microcai,4
11896,yunfan, namoamitabuddha,6
11897,yunfan, ilisp,4
11898,yunfan, pityonli1e,2
11899,yunfan, ofan,219
11900,yunfan, roylez_,11
11901,yunfan, stardiviner,14
11902,yunfan, https,2
11903,yunfan, archl,25
11904,yunfan, roylez,27
11905,yunfan, hamo_back,2
11906,yunfan, onlylove,62
11907,yunfan, Inode_lf,3
11908,yunfan, inode_lf,2
11909,yunfan, imtxc_away,2
11910,yunfan, MeaCu1pa,7
11911,yunfan, iGoogle,38
11912,yunfan, bye_bye,20
11913,yunfan, maplebeats,10
11914,yunfan, freeflying,13
11915,yunfan, king0,2
11916,yunfan, jusss,27
11917,yunfan, young001,3
11918,yunfan, imadper,79
11919,yunfan, pity,68
11920,yunfan, iwwi,2
11921,yunfan, DaBao,6
11922,yunfan, nopcall,17
11923,yunfan, archl_,5
11924,yunfan, hamo,48
11925,yunfan, abine,16
11926,yunfan, cherrot,19
11927,yunfan, palomino|working,9
11928,yunfan, night____,2
11929,yunfan, cfy``,2
11930,yunfan, Stifler,5
11931,yunfan, apu5800k,3
11932,yunfan, jiero,5
11933,yunfan, alyvin05,4
11934,yunfan, fivesheep,2
11935,yunfan, iMadper,14
11936,yunfan, leaveboy,2
11937,yunfan, Fossilet,5
11938,yunfan, nyfair,3
11939,yunfan, happyaron,3
11940,yunfan, black_angel,5
11941,yunfan, chong,6
11942,yunfan, david_wu,2
11943,yunfan, \rs,2
11944,yunfan, ndd,7
11945,yunfan, unhappy,14
11946,yunfan, tuzki,9
11947,yunfan, freeflyi1g,6
11948,yunfan, ibodi,2
11949,yunfan, BigOne,16
11950,yunfan, soiamso,6
11951,yunfan, cfy|working,8
11952,yunfan, somsip,2
11953,noctuorare, bluezd,3
11954,noctuorare, cfy,6
11955,noctuorare, namoamitabuddha,21
11956,ugoub, imtxc,3
11957,zer4tul, MeaCulpa,3
11958,zer4tul, slxz,2
11959,void1, bye_bye,6
11960,microcai, yunfan,2
11961,microcai, cfy,5
11962,microcai, imtxc,10
11963,microcai, namoamitabuddha,3
11964,microcai, Inode_lf,4
11965,microcai, kk,2
11966,microcai, http,2
11967,microcai, https,2
11968,ilisp, namoamitabuddha,5
11969,ilisp, yunfan,6
11970,ilisp, MeaCulpa,2
11971,ilisp, pityonli1e,3
11972,ilisp, roylez_,9
11973,ilisp, gfrog,2
11974,ilisp, bye_bye,14
11975,ilisp, lynus_zhu,2
11976,ilisp, jusss,4
11977,ilisp, hamo_dooloo,11
11978,ilisp, banban,9
11979,ilisp, stardiviner,5
11980,ilisp, <bye_bye> banban,2
11981,ilisp, adam8157,4
11982,ilisp, hamo_dooloo_,2
11983,ilisp, imadper,24
11984,ilisp, ibodi,3
11985,ilisp, imtxc,5
11986,ilisp, iGoogle,8
11987,ilisp, maplebeats,2
11988,ilisp, archl,3
11989,pityonli1e, ilisp,3
11990,pityonli1e, yunfan,2
11991,Guest90418, ** (software-center,3
11992,Guest90418, http,3
11993,cap_sensitive, ofan,3
11994,hamo_back, adam8157,18
11995,hamo_back, roylez_,6
11996,hamo_back, gfrog,23
11997,hamo_back, bye_bye,11
11998,hamo_back, stardiviner,6
11999,hamo_back, freeflying,4
12000,hamo_back, worm,2
12001,hamo_back, ofan,6
12002,hamo_back, bluezd,3
12003,hamo_back, kevinyings,3
12004,hamo_back, roylez,10
12005,hamo_back, yunfan,2
12006,hamo_back, onlylove,2
12007,worm, stardiviner,3
12008,worm, sou_,2
12009,worm, xiafengfeiwu,5
12010,worm, MonkeyDust,6
12011,worm, dr_willis,2
12012,star_chl, ^{^,2
12013,sulit, ofan,7
12014,sulit, leohxj90,9
12015,sulit, Leo__,2
12016,sulit, Lyric,5
12017,sulit, maplebeats,13
12018,sulit, onlylove,12
12019,sulit, erhandsome,3
12020,sulit, imadper,5
12021,jokrebel_, frickel-Stephan,2
12022,Longbottom, Minipluto,5
12023,Longbottom, dreamon,3
12024,speedmastery, http,2
12025,speedmastery, gtx560 http,4
12026,tuor, jokrebel,60
12027,tuor, bekks,4
12028,tuor, k1l,3
12029,tuor, http,3
12030,somons, http,2
12031,somons, W,3
12032,somons, Warning,2
12033,lam0r, Guest53765,2
12034,fjodor, bekks,2
12035,fjodor, apollo13,4
12036,fjodor, http,2
12037,fjodor, LetoThe2nd,2
12038,MrWGW-, infinity,7
12039,MrWGW-, Riddell,2
12040,MrWGW-, micahg,2
12041,MrWGW-, darkxst,3
12042,MrWGW-, slangasek,3
12043,mbiebl, Laney,3
12044,streulma, melodie,2
12045,Chipzz, infinity,3
12046,Chipzz, cjwatson,2
12047,m4v, abailarri,3
12048,m4v, CrazyZurfer,3
12049,m4v, userpov,3
12050,m4v, setobauer,2
12051,CrazyZurfer, m4v,2
12052,CrazyZurfer, Artemis3,3
12053,CrazyZurfer, limikael,4
12054,CrazyZurfer, dr_willis,2
12055,CrazyZurfer, Bean,3
12056,away, http,3
12057,ninnnu, ighea,2
12058,ciro, maperi,2
12059,ciro, enzotib,5
12060,ciro, jester,3
12061,ciro, jester-,2
12062,snoopybbt, mapreri,3
12063,Miky93, W,2
12064,politeQ, http,10
12065,anduci, jester-,11
12066,Rosina, Molotov,2
12067,neofita, jester,3
12068,sergios, cristian_c,20
12069,Fetentone, e poi,2
12070,aquarius__, bryce,3
12071,aquarius__, directhex,6
12072,aquarius__, ali1234,2
12073,bryce, https,3
12074,rmk, geofft,2
12075,razGon_u100_, sungyo,2
12076,razGon_u100_, Seony,2
12077,trijntje, https,5
12078,trijntje, MrChrisDruif,2
12079,trijntje, mechanism,4
12080,trijntje, pim,2
12081,trijntje, dctrd,2
12082,trijntje, Yaben3amme,3
12083,trijntje, Slart,2
12084,trijntje, jhutchins_wk,2
12085,trijntje, {Elvano},3
12086,trijntje, http,3
12087,trijntje, mhall119,2
12088,trijntje, bobweaver,5
12089,trijntje," Hi all, is https",2
12090,trijntje, JanC,10
12091,trijntje, TexNixk,10
12092,trijntje, rye,5
12093,trijntje, evon,5
12094,trijntje, ozpy,3
12095,trijntje, mokujin,4
12096,trijntje, jhutchins,2
12097,trijntje, disharmonic,5
12098,trijntje, TarantulaFudge,6
12099,trijntje, stuffthatspins,2
12100,trijntje, escott,21
12101,trijntje, icebird,3
12102,trijntje, Nixola,16
12103,trijntje, rgoo001,4
12104,trijntje, sherorox,2
12105,trijntje, jsalisbury,6
12106,smile, byee ,12
12107,smile, Kerbero,3
12108,smile, hi Kilos ,5
12109,smile, inetpro,16
12110,smile, http,7
12111,smile, bye ,5
12112,smile, Kujumaster,3
12113,smile, ja ,3
12114,smile, hi ,3
12115,smile, Kilos,9
12116,smile, nuvolari,2
12117,smile, thanks ,4
12118,smile, yeah ,4
12119,smile," dankie, inetpro ",2
12120,smile, nlsthzn,2
12121,Kujumaster, http,2
12122,Ryan45, https,2
12123,Ryan45, (8,3
12124,Ryan45, http,2
12125,chriadam|away, jo-erlend,4
12126,donttrustem, http,2
12127,donttrustem, cfhowlett,2
12128,donttrustem, ubuntubhoy,2
12129,donttrustem, dr_willis,3
12130,donttrustem, ActionParsnip,13
12131,donttrustem, PatrickDickey,20
12132,donttrustem, jazzkutya,5
12133,donttrustem, apm1,3
12134,donttrustem, TomyLobo,2
12135,Preed, popey,4
12136,ThomasCorwin, mrg_,6
12137,ThomasCorwin, manners13,2
12138,ThomasCorwin, jamin,2
12139,ThomasCorwin, velko,3
12140,Xanthia, hej ,2
12141,robotfuel, dkessel,4
12142,robotfuel, Fudge,4
12143,Alagos, vladgobelen,3
12144,Alagos, FishErr,3
12145,Alagos, [Raiden],10
