,Source,Target,Weight
1322,adam8157, bye_bye,27
1323,adam8157, savr,3
1324,adam8157, namoamitabuddha,4
1325,adam8157, maplebeats,38
1326,adam8157, jyfl987,8
1327,adam8157, jusss,19
1328,adam8157, shellex,2
1329,adam8157, onlylove,7
1330,adam8157, huntxu,31
1331,adam8157, iGoogle,37
1332,adam8157, Mayaer,13
1333,adam8157, bluezd,139
1334,adam8157, MeaCulpa,32
1335,adam8157, yunfan,75
1336,adam8157, jackarain,2
1337,adam8157, archl,29
1338,adam8157, slucx,3
1339,adam8157, gebjgd,3
1340,adam8157, hamo_back,4
1341,adam8157, qiao,11
1342,adam8157, CyrusYzGTt,4
1343,adam8157, hunt_O,2
1344,adam8157, lmh,4
1345,adam8157, roylez,35
1346,adam8157, freeflying,47
1347,adam8157, Lyric,18
1348,adam8157, hamo_dooloo,10
1349,adam8157, lmh_,2
1350,adam8157, stardiviner,5
1351,adam8157, ofan,19
1352,adam8157, hamo_ubuntu,15
1353,adam8157, bcao,7
1354,adam8157, banban,46
1355,adam8157, ilisp,3
1356,adam8157, pity,37
1357,adam8157, imadper,48
1358,adam8157, hamo,110
1359,adam8157, fairywell28,2
1360,adam8157, tenzu,17
1361,adam8157, mugebjgd,12
1362,adam8157, cleamoon,101
1363,adam8157, atheism,12
1364,adam8157, nopcall,3
1365,adam8157, xw_y_am,2
1366,adam8157, alvin_rxg,2
1367,adam8157, kaio,5
1368,adam8157, iIlL10Oo,4
1369,adam8157, mao,7
1370,adam8157, black_angel,4
1371,adam8157, iMadper,15
1372,adam8157, happyaron,27
1373,adam8157, freeflyi1g,15
1374,adam8157, david_wu,3
1375,adam8157, ndd,3
1376,adam8157, alpha080,3
1377,adam8157, unhappy,9
1378,adam8157, MeaCulpa1,2
1379,adam8157, leaveboy,3
1380,adam8157, Arthrun,3
1381,CyrusYzGTt, http,19
1382,CyrusYzGTt, https,5
1383,CyrusYzGTt, CellÂ§ http,2
1384,iRaspberrypi, http,8
1385,iRaspberrypi, stardiviner,2
1386,iRaspberrypi, bluezd,2
1387,iRaspberrypi, pity,3
1388,iRaspberrypi, iGoogle,5
1389,iRaspberrypi, archl,3
1390,fennng, leyle,6
1391,fennng, imtxc,3
1392,leyle, fennng,2
1393,leyle, bye_bye,19
1394,leyle, ofan,2
1395,leyle, http,3
1396,leyle, alvin_quiet_mode,5
1397,leyle, jusss,2
1398,leyle, hrzhu,2
1399,bye_bye, imtxc,389
1400,bye_bye, hceasy,11
1401,bye_bye, leyle,30
1402,bye_bye, ofan,70
1403,bye_bye, cfy,156
1404,bye_bye, roylez_,48
1405,bye_bye, iRaspberrypi,2
1406,bye_bye, sjd_zeus,26
1407,bye_bye, cleamoon,7
1408,bye_bye, jusss,20
1409,bye_bye, onlylove,13
1410,bye_bye, \rs,10
1411,bye_bye, ibodi,14
1412,bye_bye, former,3
1413,bye_bye, adam8157,42
1414,bye_bye, wiiw,7
1415,bye_bye, namoamitabuddha,5
1416,bye_bye, eexpress,17
1417,bye_bye, stardiviner,20
1418,bye_bye, nopcall,2
1419,bye_bye, iFvwm,6
1420,bye_bye, bluezd,48
1421,bye_bye, abine,11
1422,bye_bye, MeaCulpa,18
1423,bye_bye, iGoogle,82
1424,bye_bye, eexp,21
1425,bye_bye, gfrog,2
1426,bye_bye, alvin_quiet_mode,2
1427,bye_bye, void1,8
1428,bye_bye, microcai,3
1429,bye_bye, hamo_back,11
1430,bye_bye, imtxc_away,3
1431,bye_bye, realrealjerry,2
1432,bye_bye, yunfan,27
1433,bye_bye, archl,8
1434,bye_bye, MeaCu1pa,7
1435,bye_bye, hamo_dooloo,43
1436,bye_bye, maplebeats,10
1437,bye_bye, MeaCu1pa_,2
1438,bye_bye, kk,3
1439,bye_bye, qiao,19
1440,bye_bye, abc,6
1441,bye_bye, Lyric,10
1442,bye_bye, hamo_ubuntu,22
1443,bye_bye, lynus_zhu,4
1444,bye_bye, leohxj,7
1445,bye_bye, david_wu,2
1446,bye_bye, shuizhongyu,4
1447,bye_bye, ilisp,10
1448,bye_bye, banban,15
1449,bye_bye, Cell,2
1450,bye_bye, roylez,2
1451,bye_bye, Stifler,2
1452,bye_bye, apu5800k,3
1453,stardiviner, hceasy,3
1454,stardiviner, \rs,40
1455,stardiviner, cfy,11
1456,stardiviner, iRaspberrypi,17
1457,stardiviner, jusss,6
1458,stardiviner, roylez_,49
1459,stardiviner, bye_bye,18
1460,stardiviner, nopcall,52
1461,stardiviner, abine,9
1462,stardiviner, onlylove,9
1463,stardiviner, MeaCulpa,4
1464,stardiviner, roylez,7
1465,stardiviner, gebjgd,59
1466,stardiviner, yunfan,25
1467,stardiviner, ofan,85
1468,stardiviner, Guest90418,10
1469,stardiviner, namoamitabuddha,4
1470,stardiviner, adam8157,9
1471,stardiviner, hamo_back,5
1472,stardiviner, worm,4
1473,stardiviner, alvin_quiet_mode,6
1474,stardiviner, maplebeats,5
1475,stardiviner, Lyric,8
1476,stardiviner, CyrusYzGTt,33
1477,stardiviner, widon,2
1478,stardiviner, ilisp,4
1479,stardiviner, hamo_dooloo,5
1480,stardiviner, imadper,19
1481,stardiviner, cleamoon,72
1482,stardiviner, devilken,3
1483,stardiviner, iGoogle,5
1484,stardiviner, qiao,3
1485,stardiviner, imtxc,42
1486,stardiviner, eexp,7
1487,stardiviner, freeflying,2
1488,stardiviner, banban,3
1489,stardiviner, wiiw,17
1490,stardiviner, freeayu,4
1491,stardiviner, tristan1,38
1492,stardiviner, alvin_rxg,3
1493,stardiviner, mntcdcrom,2
1494,stardiviner, October21,4
1495,stardiviner, dun,2
1496,stardiviner, archl,15
1497,stardiviner, alpha080,2
1498,archl, odirus,6
1499,archl, Losses,3
1500,archl, onlylove,67
1501,archl, jusss,6
1502,archl, http,10
1503,archl, CyrusYzGTt,3
1504,archl, roylez,9
1505,archl, abine,28
1506,archl, MeaCulpa,45
1507,archl, adam8157,66
1508,archl, imtxc,104
1509,archl, gebjgd,44
1510,archl, ofan,36
1511,archl, icesword,4
1512,archl, worm,4
1513,archl, ilisp`,2
1514,archl, maplebeats,69
1515,archl, cfy,23
1516,archl, alvin_quiet_mode,3
1517,archl, gfrog,52
1518,archl, iOS_worm,2
1519,archl, iGoogle,110
1520,archl, yunfan,39
1521,archl, AndChat|675444,2
1522,archl, hamo_back,3
1523,archl, kevinyings,3
1524,archl, hamo_dooloo,4
1525,archl, freeflying,3
1526,archl, MeaCu1pa,3
1527,archl, bye_bye,7
1528,archl, mapletian,2
1529,archl, hamo,27
1530,archl, tenzu,11
1531,archl, apu5800k,2
1532,archl, lainme,15
1533,archl, mosesofmason,3
1534,archl, stardiviner,20
1535,archl, fivesheep,2
1536,archl, roylez_ http,2
1537,archl, nopcall,12
1538,archl, ibodi,9
1539,archl, alyvin05,2
1540,archl, iRaspberrypi,17
1541,archl, pity,28
1542,archl, cherrot,10
1543,archl, imadper,98
1544,archl, bluezd,7
1545,archl, iIlL10Oo,4
1546,archl, inode_lf,3
1547,archl, cleamoon,19
1548,archl, chong,2
1549,archl, david_wu,2
1550,archl, tuzki,5
1551,archl, reverland,4
1552,archl, ndd,9
1553,archl, irc_user,3
1554,archl, palomino|working,7
1555,archl, soiamso,4
1556,archl, freeflyi1g,12
1557,archl, eexp,3
1558,archl, fyodor_,2
1559,archl, sinxccc,4
1560,archl, piggybox,25
1561,archl, iSUSE,2
1562,archl, chris|Mac,4
1563,archl, mmm3,2
1564,archl, shuiyoushui-win,4
1565,archl, jyf1987,5
1566,archl, Arthrun,15
1567,archl, happyaron,7
1568,archl, namoamitabuddha,19
1569,archl, madper_unhappy,6
1570,archl, hamo|unhappy,3
1571,archl, cfy|waiting,7
1572,archl, banban,6
1573,archl, ilisp,4
1574,archl, imadper_unhappy,2
1575,archl, huntxu,4
1576,archl, liemehoc,3
1577,archl, gin,9
1578,archl, BigOne`,5
1579,odirus, archl,8
1580,odirus, Losses,8
1581,odirus, pocoyo,4
1582,odirus, CyrusYzGTt,5
1583,Losses, https,2
1584,Losses, odirus,6
1585,Losses,  odirus,2
1586,pocoyo, odirus,4
1587,pocoyo, hceasy,2
1588,pocoyo, cfy`,2
1589,pocoyo, cfy,3
1590,gfrog, roylez_,85
1591,gfrog, adam8157,459
1592,gfrog, onlylove,24
1593,gfrog, CyrusYzGTt,19
1594,gfrog, iGoogle,95
1595,gfrog, roylez,63
1596,gfrog, MeaCulpa,139
1597,gfrog, imtxc,149
1598,gfrog, huntxu,60
1599,gfrog, cfy,41
1600,gfrog, eexpress,2
1601,gfrog, ofan,66
1602,gfrog, bye_bye,2
1603,gfrog, eexp,15
1604,gfrog, bluezd,178
1605,gfrog, cfy`,2
1606,gfrog, hamo_back,24
1607,gfrog, archl,36
1608,gfrog, kevinyings,3
1609,gfrog, lmh,3
1610,gfrog, MeaCu1pa,5
1611,gfrog, hamo_dooloo,8
1612,gfrog, Lyric,4
1613,gfrog, mapletian,2
1614,gfrog, hamo_ubuntu,23
1615,gfrog, palomino|working,26
1616,gfrog, hamo,95
1617,gfrog, tenzu,8
1618,gfrog, yunfan,2
1619,gfrog, gebjgd,3
1620,gfrog, maplebeats,4
1621,gfrog, freeflying,17
1622,gfrog, atheism,3
1623,gfrog, abine,13
1624,gfrog, nicol,4
1625,gfrog, acacio,3
1626,gfrog, pity,20
1627,gfrog, http,2
1628,gfrog, jusss,3
1629,gfrog, black_angel,2
1630,gfrog, jiero,6
1631,gfrog, happyaron,15
1632,gfrog, qiao,5
1633,gfrog, imtxc_away,3
1634,gfrog, iRaspberrypi,4
1635,gfrog, \rs,13
1636,gfrog, mosesofmason,19
1637,gfrog, alpha080,2
1638,gfrog, unhappy,2
1639,gfrog, freeflyi1g,30
1640,gfrog, cleamoon,5
1641,gfrog, imadper,5
1642,gfrog, soiamso,14
1643,gfrog, hamo|unhappy,3
1644,gfrog, hamo|happy,2
1645,\rs, stardiviner,28
1646,\rs, cfy,20
1647,\rs, bye_bye,3
1648,\rs, jusss,2
1649,\rs, adam8157,23
1650,\rs, alvin_rxg_bib,3
1651,\rs, ofan,87
1652,\rs, kevinyings,2
1653,\rs, http,6
1654,\rs, cleamoon,5
1655,\rs, happyaron,5
1656,\rs, gfrog,11
1657,\rs, imadper,21
1658,\rs, MeaCulpa,5
1659,\rs, yunfan,2
1660,\rs, onlylove,3
1661,\rs, https,2
1662,\rs, hamo,6
1663,\rs, cfy`,2
1664,\rs, sunjun,3
1665,\rs, nialv7,6
1666,\rs, soiamso,2
1667,\rs, namoamitabuddha,4
1668,pityonline, gfrog,2
1669,onlylove, gfrog,21
1670,onlylove, jusss,126
1671,onlylove, cfy,19
1672,onlylove, bye_bye,12
1673,onlylove, stardiviner,5
1674,onlylove, MeaCulpa,56
1675,onlylove, hamo_back,3
1676,onlylove, airead_,8
1677,onlylove, http,44
1678,onlylove, adam8157,11
1679,onlylove, imtxc,92
1680,onlylove, archl,70
1681,onlylove, sulit,14
1682,onlylove, yunfan,58
1683,onlylove, maplebeats,7
1684,onlylove, mapletian,3
1685,onlylove, Lyric,5
1686,onlylove, iGoogle,10
1687,onlylove, king0,3
1688,onlylove, hamo_dooloo,2
1689,onlylove, kk,5
1690,onlylove, nopcall,5
1691,onlylove, ofan,26
1692,onlylove, yandong,6
1693,onlylove, CyrusYzGTt,3
1694,onlylove, hamo,21
1695,onlylove, cfy`,5
1696,onlylove, archl_,2
1697,onlylove, pity,19
1698,onlylove, roylez_,10
1699,onlylove, alyvin05,3
1700,onlylove, ibodi,11
1701,onlylove, iMadper,18
1702,onlylove, leaveboy,11
1703,onlylove, imadper,11
1704,onlylove, cupjava,2
1705,onlylove, kang_,2
1706,onlylove, imint,2
1707,onlylove, \rs,3
1708,onlylove, roylez,3
1709,onlylove, unhappy,13
1710,onlylove, ndd,4
1711,onlylove, nihgt___________,2
1712,onlylove, t0lk,10
1713,onlylove, soiamso,5
1714,onlylove, namoamitabuddha,3
1715,onlylove, liemehoc,13
1716,onlylove, UbuntuTalk,2
1717,onlylove, madper_unhappy,3
1718,onlylove, jusss|,25
1719,onlylove, trying,3
1720,onlylove, banban,31
1721,onlylove, imadper_unhappy,2
1722,onlylove, abine,7
1723,onlylove, night_,32
1724,onlylove, jiero,7
1725,onlylove, Freebuilder,3
1726,onlylove, gin,7
1727,cece, gebjgd,3
1728,cfy, \rs,46
1729,cfy, stardiviner,10
1730,cfy, adam8157,63
1731,cfy, bye_bye,148
1732,cfy, ofan,89
1733,cfy, jusss,52
1734,cfy, roylez_,22
1735,cfy, onlylove,23
1736,cfy, alvin_quiet_mode,4
1737,cfy, mugebjgd,4
1738,cfy, steelgeek,8
1739,cfy, http,8
1740,cfy, StarBrilliant,4
1741,cfy, leaveboy,4
1742,cfy, ibodi,2
1743,cfy, abine,37
1744,cfy, italks,5
1745,cfy, ljx,7
1746,cfy, iGoogle,113
1747,cfy, maplebeats,59
1748,cfy, gfrog,72
1749,cfy, imtxc,29
1750,cfy, eexp,5
1751,cfy, gebjgd,2
1752,cfy, ifvwm1,8
1753,cfy, noctuorare,4
1754,cfy, namoamitabuddha,5
1755,cfy, yunfan,90
1756,cfy, microcai,11
1757,cfy, archl,15
1758,cfy, debianer,5
1759,cfy, AndChat|675444,4
1760,cfy, MeaCulpa,24
1761,cfy, roylez,2
1762,cfy, hamo_dooloo,2
1763,cfy, byzantium,8
1764,cfy, hamo_ubuntu,3
1765,cfy, Lyric,10
1766,cfy, CyrusYzGTt,2
1767,cfy, banban,5
1768,cfy, imadper,228
1769,cfy, lynus,4
1770,cfy, devilken,18
1771,cfy, david_wu,2
1772,cfy, chong,4
1773,cfy, hamo,5
1774,cfy, iIlL10Oo,3
1775,cfy, tenzu,2
1776,cfy, inode_lf,2
1777,cfy, ndd,3
1778,cfy, BigOne,5
1779,cfy, cherrot,11
1780,cfy, pity,2
1781,cfy, soiamso,3
1782,cfy, zjhxmjl,2
1783,cfy, lpy,3
1784,cfy, jarod_ch_,7
1785,xiaoy, grm http,2
1786,xiaoy," Akhilleus, https",2
1787,daker, cjohnston,13
1788,daker, jono,3
1789,daker, antdillon,3
1790,daker, robin-gloster,5
1791,daker, mhall119,21
1792,daker, http,6
1793,daker, imbrandon,9
1794,daker, bkerensa,8
1795,daker, https,4
1796,daker, aquarius,4
1797,daker, jcastro,3
1798,daker, IdleOne,7
1799,daker, JanC,9
1800,daker, dangersalad,4
1801,daker, czajkowski,2
1802,daker, popey,11
1803,daker, doctormon,2
1804,daker, dholbach,3
1805,daker, rsajdok,60
1806,daker, try ,2
1807,daker, rsajdok|a,3
1808,daker, josepht,7
1809,daker, wget http,2
1810,JoseeAntonioR, https,2
1811,JoseeAntonioR, jcastro,7
1812,JoseeAntonioR, mhall119,18
1813,JoseeAntonioR, popey,11
1814,JoseeAntonioR, bkerensa,3
1815,JoseeAntonioR, jono,19
1816,JoseeAntonioR, SergioMeneses,13
1817,JoseeAntonioR, roaksoax,5
1818,JoseeAntonioR, locodir-user,2
1819,JoseeAntonioR, pleia2,16
1820,JoseeAntonioR, http,2
1821,JoseeAntonioR, QUESTION,7
